codigo,nombre,Tipo_persona,nacionalidad,sexo biológico,fecha n,fecha m,profesiones-wikidata,Profesiones-otrasfuentes,Descripciones-url-datos,numero_revista,nombre_articulo,pagina,Naturaleza del artículo,ESTILO PRINCIPAL / INTENCIONALIDAD,GÉNERO,ESPECIE / SUBGÉNERO,Ilustraciones/Fotografías (Sí/No),Número de imágenes,Tipo_firma,grado,codigo_revista,dc.title,dc.contributor.editor,dc.date.issued,dc.publisher,dc.description.abstract
A85,Fabriciano Hernández,Nombre real,Perú,m,1844,1890,Poeta,,,R15,Al río Amazonas,18-19,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,2,Con su nombre real,1,R15,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 13)","Hernández, Julio S, 1853-1906, dir.",01/05/1906,Lima: [s. n.],"Reproduce fotografías de los edificios de San Francisco de California antes del terremoto de 1906, presenta fotografías de diferentes vistas de los cincos proyectos de monumentos a San Martín seleccionados en el concurso promovido por el Supremo Gobierno. Recoge poemas y relatos de varios autores entre ellos el poema de Manuel Ascencio Segura. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A9,Federico Elguera,Nombre real,Perú,m,01-06-1860,1928-11-19 0:00:00,"Periodista, político, traductor, diplomático, dramaturgo, abogado",,,R1,Rocambor,16-17,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Crónica,Crónica humorística,Sí,3,Con su nombre real,2,R1,"Prisma: revista ilustrada, de artes, letras, etc. (Edición extraordinaria, agosto 1905)","Hernández, Julio S, 1853-1906, dir.",16/08/1905,Lima: [s. n.],"Primera edición de la revista Prisma ofrecida por los editores como muestra y prospecto de su contenido futuro. En esta edición se presenta el significado de la elección de Prisma como nombre de la revista. Contiene el capítulo III de la novela Una mujer como hay muchas de Ricardo García Rosell, así como uno de los capítulos de una novela inédita de Javier Prado Ugarteche. Describe en un breve artículo la obra pictórica de Daniel Hernández. Recoge poemas de Rubén Darío y Ricardo Palma. Contiene una fotografía de la construcción del Banco del Perú y Londres, presenta un reportaje fotográfico sobre las fiestas patrias."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R1,Javier Prado Ugarteche,12,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Semblanza,No,0,Con su nombre real,2,R1,"Prisma: revista ilustrada, de artes, letras, etc. (Edición extraordinaria, agosto 1905)","Hernández, Julio S, 1853-1906, dir.",16/08/1905,Lima: [s. n.],"Primera edición de la revista Prisma ofrecida por los editores como muestra y prospecto de su contenido futuro. En esta edición se presenta el significado de la elección de Prisma como nombre de la revista. Contiene el capítulo III de la novela Una mujer como hay muchas de Ricardo García Rosell, así como uno de los capítulos de una novela inédita de Javier Prado Ugarteche. Describe en un breve artículo la obra pictórica de Daniel Hernández. Recoge poemas de Rubén Darío y Ricardo Palma. Contiene una fotografía de la construcción del Banco del Perú y Londres, presenta un reportaje fotográfico sobre las fiestas patrias."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R1,Daniel Hernández,18,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Semblanza,Sí,3,Con su nombre real,2,R1,"Prisma: revista ilustrada, de artes, letras, etc. (Edición extraordinaria, agosto 1905)","Hernández, Julio S, 1853-1906, dir.",16/08/1905,Lima: [s. n.],"Primera edición de la revista Prisma ofrecida por los editores como muestra y prospecto de su contenido futuro. En esta edición se presenta el significado de la elección de Prisma como nombre de la revista. Contiene el capítulo III de la novela Una mujer como hay muchas de Ricardo García Rosell, así como uno de los capítulos de una novela inédita de Javier Prado Ugarteche. Describe en un breve artículo la obra pictórica de Daniel Hernández. Recoge poemas de Rubén Darío y Ricardo Palma. Contiene una fotografía de la construcción del Banco del Perú y Londres, presenta un reportaje fotográfico sobre las fiestas patrias."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R11,Medallones,20,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Perfil,Sí,2,Con su nombre real,2,R11,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 9)","Hernández, Julio S, 1853-1906, dir.",01/03/1906,Lima: [s. n.],"Presenta un artículo con fotografías sobre las regiones del oriente peruano recorridas por los ingenieros Cipriani y Kauffman y el marqués Médici de Marignano, como parte de la expedición para el establecimiento de vía férreas. Recoge relatos y poemas de diferente autores. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R15,Monumento a San Martín,26-29,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Crítica especializada,Crítica de arte,Sí,11,Con su nombre real,2,R15,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 13)","Hernández, Julio S, 1853-1906, dir.",01/05/1906,Lima: [s. n.],"Reproduce fotografías de los edificios de San Francisco de California antes del terremoto de 1906, presenta fotografías de diferentes vistas de los cincos proyectos de monumentos a San Martín seleccionados en el concurso promovido por el Supremo Gobierno. Recoge poemas y relatos de varios autores entre ellos el poema de Manuel Ascencio Segura. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R2,Bouguereau,21,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Perfil,Sí,6,Con su nombre real,2,R2,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 1)","Hernández, Julio S, 1853-1906, dir.",15/09/1905,Lima: [s. n.],"Recoge artículos sobre estudio de lenguas indígenas, arte japonés y occidental y personajes peruanos destacados. En sus páginas presenta relatos y poemas de varios autores, que se entremezclan con fotografías de eventos sociales y personajes de la política y la alta sociedad peruana."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R4,Paul Gauguin,23,Original,Periodístico (Discurso centrado en la actualidad y el registro de la realidad),Retrato Periodístico,Perfil,No,0,Con su nombre real,2,R4,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 3)","Hernández, Julio S, 1853-1906, dir.",16/10/1905,Lima: [s. n.],"Contiene artículos sobre el desarrollo del periodismo peruano expresado en los periódicos El Comercio, La Opinión Nacional y La Prensa, y el descubrimiento de yacimientos fosilíferos por alumnos de la Escuela de Ingenieros en la Isla de San Lorenzo, presenta un reportaje a la Escuela de Artes y Oficios que incluye fotografías de sus ambientes: talleres de mecánica y ebanistería, laboratorios de física y electricidad, biblioteca, comedor y dirección. A partir de este tercer número, se reproduce en las dos primeras páginas de Prisma, la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R5,En el pabellón gótico: Juan María Guislain,20-21,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Crítica especializada,Crítica literaria,Sí,1,Con su nombre real,2,R5,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 4)","Hernández, Julio S, 1853-1906, dir.",1/11/1905,Lima: [s. n.],"Presenta artículos sobre el lenguaje universal Esperanto, el Conservatorio de París y el culto y procesión al Señor de los Milagros, por citar el tenor de algunos. Recoge impresiones de un viaje a Japón y contiene varios relatos entre ellos uno de Rubén Dario. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R6,El pintor Luis Astete y Concha,25,Original,De Opinión (Discurso centrado en el juicio y la persuasión),Crítica especializada,Crítica literaria,No,0,Con su nombre real,2,R6,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 5)","Hernández, Julio S, 1853-1906, dir.",16/11/1905,Lima: [s. n.],"Este número de Prisma dedica varias páginas al intelectual Ricardo Palma: presenta una tradición inédita, una remembranza sobre su gestión en la Biblioteca Nacional del Perú y una fotografía que retrata a Palma en su despacho de la Biblioteca Nacional. Recoge poemas y escritos de diferentes autores en torno a la figura de la muerte. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A7,Federico Larrañaga,Nombre real,Perú,m,,,"Periodista, crítico de arte",,,R7,La sonrisa de Gioconda,15,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,No,0,Con su nombre real,2,R7,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 6)","Hernández, Julio S, 1853-1906, dir.",1/12/1905,Lima: [s. n.],"Presenta artículos que describen las impresiones de viajes a Londres y a Ceylán y un reportaje realizado al ejército peruano en un ensayo de maniobras militares, que incluye detalladas fotografías. Recoge un ensayo sobre la poética de José María de Heredia, así como un relato de Rubén Darío. Entre todos los escritos, destaca una crónica sobre la novelista y feminista Emilia Pardo Bazán con motivo de su llegada a Lima. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A81,Federico Uhrbach,Nombre real,Cuba,m,01-10-1873,1932-07-31 0:00:00,Poeta,,,R14,Poemas crepúsculares,8,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R14,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 12)","Hernández, Julio S, 1853-1906, dir.",16/04/1906,Lima: [s. n.],"Presenta un artículo que examina el libro El proceso de Jesús escrito por el legalista italiano Juan Rosadi, cuyo tenor es el procedimiento judiciario aplicado a Jesús según las doctrinas legales y las prácticas judaicas y romanas de la época de su ejecución. Aborda a través de un artículo, el estudio de las teorías de la trasnformación de las especies, en el que señala que el transformismo hace visible la evolución, pero no su causa primera ni su finalidad. Recoge varios poemas entre ellos uno de José Martí. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A41,Federico Villareal,Nombre real,Perú,m,31-08-1850,1923-06-03 0:00:00,"Matemático, físico, ingeniero",,,R5,Esperanto,12,Original,"Ensayístico y de Divulgación (Discurso centrado en la reflexión, el análisis y la divulgación del saber)",Ensayo,Ensayo,Sí,1,Con su nombre real,2,R5,"Prisma: revista ilustrada, de artes, letras, etc. (Año I, n.° 4)","Hernández, Julio S, 1853-1906, dir.",1/11/1905,Lima: [s. n.],"Presenta artículos sobre el lenguaje universal Esperanto, el Conservatorio de París y el culto y procesión al Señor de los Milagros, por citar el tenor de algunos. Recoge impresiones de un viaje a Japón y contiene varios relatos entre ellos uno de Rubén Dario. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A67,Felipe Pardo y Aliaga,Nombre real,Perú,m,11-06-1806,25-12-1868,"Abogado, dramaturgo, poeta, periodista, educador, político, diplomático",,,R10,Página picaresca: el ministro y el aspirante,32,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,No,0,Con su nombre real,1,R10,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 8)","Hernández, Julio S, 1853-1906, dir.",16/02/1906,Lima: [s. n.],"Presenta fotografías de monumentos conmemorativos del 2 de Mayo en los países de Bolivia, Chile, Ecuador y Perú. Contiene fragmentos del poema La leyenda del Caucho de Carlos G. Amézaga. Destaca en la segunda entrega del ensayo de Raimundo Morales sobre lo pintoresco en la literatura peruana, el paisaje como elemento aprovechable para la creación literaria. Recoge relatos y poemas de diferentes autores como Felipe Pardo y Aliaga. Se reproduce parte de la tesis de José de la Riva Agüero sobre historia de la literatura peruana."
A67,Felipe Pardo y Aliaga,Nombre real,Perú,m,11-06-1806,25-12-1868,"Abogado, dramaturgo, poeta, periodista, educador, político, diplomático",,,R13,El carnaval de Lima: sátira,10-11,Republicación,Literario (Discurso centrado en la creación estética y la ficción),Lírico,Poesía,Sí,1,Con su nombre real,1,R13,"Prisma: revista ilustrada, de artes, letras, etc. (Año II, n.° 11)","Hernández, Julio S, 1853-1906, dir.",01/04/1906,Lima: [s. n.],"Presenta artículos sobre Santo Toribio de Mogrovejo . Recoge una tradición de Ricardo Palma sobre Santa Rosa de Lima y Santo Toribio, presenta varios poemas y relatos, entre ellos los de Felipe Pardo y Aliaga, Santiago Rusiñol y Rubén Darío. Reproduce párrafos de la crítica de Miguel de Unamuno al libro La ciudad de las ciudades del chileno Vicuña Subercaseaux."
A220,Fernando Araujo,Nombre real,España,m,1857,1914,"Periodista, historiador, filólogo",,,R52,Bendita sea tu pureza: crítica,6-7,Republicación,De Opinión (Discurso centrado en el juicio y la persuasión),Crítica especializada,Crítica literaria,No,0,Con su nombre real,1,R52,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 50)","Palma, Clemente, 1872-1946, dir.",10/08/1907,Lima: [s. n.],"Refiere cuentos, poemas, relatos de varios autores, presenta fotografías de eventos sociales y personajes de la política y la alta sociedad peruana, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
A220,Fernando Araujo,Nombre real,España,m,1857,1914,"Periodista, historiador, filólogo",,,R73,Bendita sea tu pureza: crítica,6-7,No Determinado,De Opinión (Discurso centrado en el juicio y la persuasión),Crítica especializada,Crítica literaria,No,0,Con su nombre real,1,R73,"Prisma: revista ilustrada, de artes, letras, etc. (Año III, n.° 71)","Palma, Clemente, 1872-1946, dir.",28/12/1907,Lima: [s. n.],"Expone un artículo titulado “El Japón y la América” de Francisco García Calderón, quien fue escritor, periodista y diplomático peruano, nacido en Valparaíso (Chile). En este artículo denota como Japón se esforzaba por asumir el papel de potencia moderna, de ejercer una influencia política, comercial y hasta étnica en otros países. Refleja el temor de EE.UU de los avances de Japón y de la ambición de los amarillos. Recoge artículos, relatos, poemas y fotografías de las maniobras militares de 1907, publica la continuación de la novela Mi tío Barbassou del autor Mario Uchard."
